date,prefecture_num,year,month, pm25, pm10, o3, no2, so2
2019/7/13,42,2019,7,29,14,31,4, 
2019/7/14,42,2019,7,43,18,43,6,2
2019/7/15,42,2019,7,47,28,39,7,11
2019/7/16,42,2019,7,73,35,26,6,3
2019/7/17,42,2019,7,76,23,17,4,2
2019/7/18,42,2019,7,48,12,12,3,1
2019/7/19,42,2019,7,32,22,23,2,2
2019/7/20,42,2019,7,40,16,32,2, 
2019/7/21,42,2019,7,34,23,18,2, 
2019/7/22,42,2019,7,44,14,11,3,1
2019/7/23,42,2019,7,40,13,15,3,1
2019/7/24,42,2019,7,30,12,13,3, 
2019/7/25,42,2019,7,27,12,13,4, 
2019/7/26,42,2019,7,28,13,16,3,1
2019/7/27,42,2019,7,33,17,14,2,6
2019/7/28,42,2019,7,44,17,13,3,3
2019/7/29,42,2019,7,35,14,12,4, 
2019/7/30,42,2019,7,34,21,13,5,5
2019/7/31,42,2019,7,43,26,22,5,6
2019/8/1,42,2019,8,60,33,42,7,3
2019/8/2,42,2019,8,75,25,29,6,3
2019/8/3,42,2019,8,66,30,38,7,3
2019/8/4,42,2019,8,67,34,46,7,3
2019/8/5,42,2019,8,78,17,25,4,1
2019/8/6,42,2019,8,35,22,18,5, 
2019/8/7,42,2019,8,51,18,24,5,2
2019/8/8,42,2019,8,48,15,18,5,2
2019/8/9,42,2019,8,42,14,18,4,3
2019/8/10,42,2019,8,46,13,14,3,2
2019/8/11,42,2019,8,33,14,21,3,1
2019/8/12,42,2019,8,32,16,28,3,5
2019/8/13,42,2019,8,39,17,26,4, 
2019/8/14,42,2019,8,39,26,37,2,1
2019/8/15,42,2019,8,45,25,54,2,1
2019/8/16,42,2019,8,55,33,59,4,1
2019/8/17,42,2019,8,76,29,42,5,1
2019/8/18,42,2019,8,70,32,27,8, 
2019/8/19,42,2019,8,75,20,24,5,2
2019/8/20,42,2019,8,35,19,10,2,2
2019/8/21,42,2019,8,40,17,11,2,2
2019/8/22,42,2019,8,39,29,56,4,1
2019/8/23,42,2019,8,54,28,46,7, 
2019/8/24,42,2019,8,66,13,38,4,1
2019/8/25,42,2019,8,41,13,33,8, 
2019/8/26,42,2019,8,41,17,19,4,1
2019/8/27,42,2019,8,36,19,18,2,1
2019/8/28,42,2019,8,32,16,17,6,1
2019/8/29,42,2019,8,36,16,42,9,1
2019/8/30,42,2019,8,43,18,34,9, 
2019/8/31,42,2019,8,49,15,28,6, 
2019/9/1,42,2019,9,43,17,11,7,1
2019/9/2,42,2019,9,49,16,13,5, 
2019/9/3,42,2019,9,41,15,15,4,7
2019/9/4,42,2019,9,45,15,19,5,1
2019/9/5,42,2019,9,46,9,14,3,1
2019/9/6,42,2019,9,30,17,18,2,1
2019/9/7,42,2019,9,34,14,17,4,3
2019/9/8,42,2019,9,36,20,26,3,3
2019/9/9,42,2019,9,44,21,21,6,6
2019/9/10,42,2019,9,52,20,12,6,5
2019/9/11,42,2019,9,51,22,35,6, 
2019/9/12,42,2019,9,53,20,44,6,1
2019/9/13,42,2019,9,53,27,41,6,7
2019/9/14,42,2019,9,68,30,45,4,3
2019/9/15,42,2019,9,68,14,32,3, 
2019/9/16,42,2019,9,48,13,33,5,1
2019/9/17,42,2019,9,36,12,33,6,1
2019/9/18,42,2019,9,44,12,40,6, 
2019/9/19,42,2019,9,39,11,35,7,2
2019/9/20,42,2019,9,38,12,33,4,4
2019/9/21,42,2019,9,35,24,33,1,1
2019/9/22,42,2019,9,41,12,34,5,1
2019/9/23,42,2019,9,33,10,34,6, 
2019/9/24,42,2019,9,33,15,39,7,3
2019/9/25,42,2019,9,52,32,30,10,8
2019/9/26,42,2019,9,83,25,29,9,2
2019/9/27,42,2019,9,63,18,27,7,2
2019/9/28,42,2019,9,49,18,12,6,1
2019/9/29,42,2019,9,55,20,18,8,1
2019/9/30,42,2019,9,53,20,14,9,2
2019/4/1,42,2019,4,43,20,55,10,2
2019/4/2,42,2019,4,56,15,52,11,3
2019/4/3,42,2019,4,48,14,54,9,2
2019/4/4,42,2019,4,47,16,67,8,1
2019/4/5,42,2019,4,48,38,69,9,2
2019/4/6,42,2019,4,92,34,60,6,1
2019/4/7,42,2019,4,83,20,62,9,2
2019/4/8,42,2019,4,60,24,56,7,2
2019/4/9,42,2019,4,67,16,47,5, 
2019/4/10,42,2019,4,38,7,39,8, 
