表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公開日：,2021年3月5日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A1301,,A130101,,A130102,,A1302,,A130201,,A130202,,A1303,,A130301,,A130302,,A1304,,A130401,,A130402,,A1305,,A130501,,A130502,,A1306,,A130601,,A130602,
調査年 コード,調査年,地域 コード,地域,/項目,A1301_15歳未満人口【人】,注釈,A130101_15歳未満人口（男）【人】,注釈,A130102_15歳未満人口（女）【人】,注釈,A1302_15～64歳人口【人】,注釈,A130201_15～64歳人口（男）【人】,注釈,A130202_15～64歳人口（女）【人】,注釈,A1303_65歳以上人口【人】,注釈,A130301_65歳以上人口（男）【人】,注釈,A130302_65歳以上人口（女）【人】,注釈,A1304_15歳未満人口割合【％】,注釈,A130401_15歳未満人口割合（男）【％】,注釈,A130402_15歳未満人口割合（女）【％】,注釈,A1305_15～64歳人口割合【％】,注釈,A130501_15～64歳人口割合（男）【％】,注釈,A130502_15～64歳人口割合（女）【％】,注釈,A1306_65歳以上人口割合【％】,注釈,A130601_65歳以上人口割合（男）【％】,注釈,A130602_65歳以上人口割合（女）【％】,注釈
2018100000,2018年度,28000,兵庫県,,"683,000",,"350,000",,"333,000",,"3,224,000",,"1,583,000",,"1,641,000",,"1,577,000",,"682,000",,"896,000",,12.5,,13.4,,11.6,,58.8,,60.5,,57.2,,28.8,,26.1,,31.2,
2018100000,2018年度,29000,奈良県,,"160,000",,"82,000",,"79,000",,"765,000",,"369,000",,"396,000",,"413,000",,"180,000",,"233,000",,12,,13,,11.1,,57.2,,58.5,,55.9,,30.9,,28.5,,33,
2018100000,2018年度,30000,和歌山県,,"109,000",,"56,000",,"53,000",,"520,000",,"255,000",,"265,000",,"306,000",,"129,000",,"177,000",,11.7,,12.7,,10.8,,55.6,,57.9,,53.5,,32.7,,29.3,,35.7,
2018100000,2018年度,31000,鳥取県,,"71,000",,"36,000",,"35,000",,"313,000",,"157,000",,"155,000",,"177,000",,"74,000",,"103,000",,12.6,,13.5,,11.8,,55.8,,58.8,,53,,31.6,,27.7,,35.2,
2018100000,2018年度,32000,島根県,,"84,000",,"43,000",,"41,000",,"366,000",,"187,000",,"178,000",,"231,000",,"98,000",,"133,000",,12.3,,13.1,,11.6,,53.7,,57.1,,50.6,,34,,29.8,,37.8,
2018100000,2018年度,33000,岡山県,,"240,000",,"124,000",,"116,000",,"1,087,000",,"544,000",,"543,000",,"571,000",,"245,000",,"326,000",,12.6,,13.6,,11.8,,57.3,,59.6,,55.1,,30.1,,26.9,,33.1,
2018100000,2018年度,34000,広島県,,"364,000",,"186,000",,"178,000",,"1,636,000",,"830,000",,"807,000",,"817,000",,"352,000",,"466,000",,12.9,,13.6,,12.3,,58.1,,60.7,,55.6,,29,,25.7,,32.1,
2018100000,2018年度,35000,山口県,,"161,000",,"83,000",,"79,000",,"745,000",,"373,000",,"372,000",,"465,000",,"195,000",,"270,000",,11.8,,12.7,,10.9,,54.3,,57.4,,51.6,,33.9,,29.9,,37.5,
2018100000,2018年度,36000,徳島県,,"83,000",,"43,000",,"40,000",,"410,000",,"203,000",,"206,000",,"243,000",,"105,000",,"139,000",,11.3,,12.2,,10.5,,55.7,,58,,53.5,,33.1,,29.8,,36,
2018100000,2018年度,37000,香川県,,"119,000",,"61,000",,"58,000",,"540,000",,"273,000",,"267,000",,"303,000",,"132,000",,"171,000",,12.3,,13,,11.7,,56.1,,58.6,,53.8,,31.5,,28.4,,34.5,
2018100000,2018年度,38000,愛媛県,,"162,000",,"83,000",,"79,000",,"749,000",,"371,000",,"378,000",,"441,000",,"185,000",,"255,000",,12,,13,,11.1,,55.4,,58.1,,53.1,,32.6,,29,,35.8,
2018100000,2018年度,39000,高知県,,"79,000",,"40,000",,"39,000",,"382,000",,"190,000",,"191,000",,"245,000",,"103,000",,"143,000",,11.2,,12,,10.4,,54.1,,57.1,,51.3,,34.8,,30.8,,38.3,
2018100000,2018年度,40000,福岡県,,"674,000",,"345,000",,"329,000",,"3,026,000",,"1,483,000",,"1,543,000",,"1,408,000",,"589,000",,"819,000",,13.2,,14.3,,12.2,,59.2,,61.4,,57.3,,27.6,,24.4,,30.5,
2018100000,2018年度,41000,佐賀県,,"112,000",,"57,000",,"54,000",,"464,000",,"228,000",,"235,000",,"244,000",,"102,000",,"142,000",,13.6,,14.8,,12.6,,56.6,,58.9,,54.5,,29.7,,26.3,,32.8,
2018100000,2018年度,42000,長崎県,,"171,000",,"88,000",,"83,000",,"741,000",,"364,000",,"377,000",,"429,000",,"179,000",,"250,000",,12.7,,13.9,,11.7,,55.3,,57.7,,53.1,,32,,28.4,,35.2,
2018100000,2018年度,43000,熊本県,,"235,000",,"120,000",,"115,000",,"985,000",,"483,000",,"502,000",,"537,000",,"226,000",,"311,000",,13.4,,14.5,,12.4,,56,,58.2,,54.1,,30.6,,27.3,,33.5,
2018100000,2018年度,44000,大分県,,"141,000",,"72,000",,"69,000",,"632,000",,"314,000",,"318,000",,"371,000",,"156,000",,"215,000",,12.3,,13.3,,11.5,,55.2,,57.9,,52.9,,32.4,,28.8,,35.7,
2018100000,2018年度,45000,宮崎県,,"145,000",,"74,000",,"71,000",,"594,000",,"290,000",,"304,000",,"342,000",,"145,000",,"197,000",,13.4,,14.5,,12.4,,54.9,,57,,53.1,,31.7,,28.5,,34.5,
2018100000,2018年度,46000,鹿児島県,,"215,000",,"111,000",,"105,000",,"893,000",,"433,000",,"460,000",,"506,000",,"215,000",,"292,000",,13.3,,14.6,,12.2,,55.3,,57.1,,53.7,,31.4,,28.3,,34.1,
2018100000,2018年度,47000,沖縄県,,"247,000",,"126,000",,"121,000",,"888,000",,"446,000",,"442,000",,"313,000",,"140,000",,"173,000",,17,,17.7,,16.4,,61.4,,62.6,,60.1,,21.6,,19.7,,23.5,
2017100000,2017年度,0,全国,,"15,592,000",,"7,984,000",,"7,608,000",,"75,962,000",,"38,410,000",,"37,552,000",,"35,152,000",,"15,261,000",,"19,891,000",,12.3,,12.9,,11.7,,60,,62.3,,57.7,,27.7,,24.8,,30.6,
2017100000,2017年度,1000,北海道,,"588,000",,"301,000",,"288,000",,"3,099,000",,"1,523,000",,"1,576,000",,"1,632,000",,"683,000",,"950,000",,11.1,,12,,10.2,,58.3,,60.8,,56,,30.7,,27.2,,33.8,
2017100000,2017年度,2000,青森県,,"141,000",,"72,000",,"69,000",,"731,000",,"362,000",,"368,000",,"407,000",,"166,000",,"241,000",,11,,11.9,,10.2,,57.2,,60.4,,54.3,,31.8,,27.7,,35.5,
2017100000,2017年度,3000,岩手県,,"144,000",,"74,000",,"70,000",,"711,000",,"363,000",,"348,000",,"400,000",,"168,000",,"232,000",,11.5,,12.2,,10.8,,56.7,,60.1,,53.5,,31.9,,27.7,,35.7,
2017100000,2017年度,4000,宮城県,,"280,000",,"144,000",,"137,000",,"1,412,000",,"717,000",,"695,000",,"631,000",,"275,000",,"357,000",,12.1,,12.7,,11.5,,60.8,,63.2,,58.5,,27.2,,24.2,,30,
2017100000,2017年度,5000,秋田県,,"101,000",,"51,000",,"49,000",,"541,000",,"271,000",,"270,000",,"354,000",,"146,000",,"209,000",,10.1,,11,,9.3,,54.3,,57.9,,51.1,,35.6,,31.1,,39.6,
2017100000,2017年度,6000,山形県,,"130,000",,"66,000",,"63,000",,"617,000",,"312,000",,"305,000",,"355,000",,"152,000",,"203,000",,11.8,,12.5,,11.1,,56,,58.8,,53.4,,32.2,,28.7,,35.6,
2017100000,2017年度,7000,福島県,,"220,000",,"113,000",,"107,000",,"1,093,000",,"569,000",,"523,000",,"569,000",,"249,000",,"320,000",,11.7,,12.1,,11.3,,58.1,,61.1,,55,,30.2,,26.7,,33.7,
2017100000,2017年度,8000,茨城県,,"355,000",,"182,000",,"173,000",,"1,719,000",,"892,000",,"827,000",,"819,000",,"369,000",,"450,000",,12.3,,12.6,,11.9,,59.4,,61.8,,57,,28.3,,25.6,,31,
2017100000,2017年度,9000,栃木県,,"245,000",,"126,000",,"119,000",,"1,176,000",,"609,000",,"567,000",,"536,000",,"239,000",,"297,000",,12.5,,12.9,,12.1,,60.1,,62.6,,57.6,,27.4,,24.5,,30.3,
2017100000,2017年度,10000,群馬県,,"241,000",,"124,000",,"118,000",,"1,151,000",,"593,000",,"558,000",,"567,000",,"251,000",,"316,000",,12.3,,12.8,,11.9,,58.7,,61.3,,56.3,,28.9,,25.9,,31.9,
2017100000,2017年度,11000,埼玉県,,"899,000",,"461,000",,"438,000",,"4,510,000",,"2,326,000",,"2,185,000",,"1,900,000",,"862,000",,"1,039,000",,12.3,,12.6,,12,,61.7,,63.8,,59.7,,26,,23.6,,28.4,
2017100000,2017年度,12000,千葉県,,"755,000",,"387,000",,"368,000",,"3,799,000",,"1,950,000",,"1,849,000",,"1,692,000",,"766,000",,"926,000",,12.1,,12.5,,11.7,,60.8,,62.8,,58.8,,27.1,,24.7,,29.5,
2017100000,2017年度,13000,東京都,,"1,542,000",,"788,000",,"754,000",,"9,021,000",,"4,605,000",,"4,417,000",,"3,160,000",,"1,368,000",,"1,793,000",,11.2,,11.7,,10.8,,65.7,,68.1,,63.4,,23,,20.2,,25.7,
2017100000,2017年度,14000,神奈川県,,"1,122,000",,"574,000",,"548,000",,"5,763,000",,"2,979,000",,"2,784,000",,"2,274,000",,"1,015,000",,"1,258,000",,12.3,,12.6,,11.9,,62.9,,65.2,,60.7,,24.8,,22.2,,27.4,
2017100000,2017年度,15000,新潟県,,"265,000",,"136,000",,"129,000",,"1,292,000",,"658,000",,"634,000",,"709,000",,"304,000",,"405,000",,11.7,,12.4,,11.1,,57,,59.9,,54.3,,31.3,,27.7,,34.7,
2017100000,2017年度,16000,富山県,,"124,000",,"64,000",,"60,000",,"598,000",,"306,000",,"292,000",,"334,000",,"142,000",,"192,000",,11.8,,12.5,,11.1,,56.6,,59.8,,53.7,,31.6,,27.7,,35.2,
2017100000,2017年度,17000,石川県,,"145,000",,"74,000",,"71,000",,"671,000",,"341,000",,"331,000",,"331,000",,"141,000",,"190,000",,12.6,,13.3,,12,,58.5,,61.3,,55.9,,28.8,,25.4,,32.1,
2017100000,2017年度,18000,福井県,,"101,000",,"52,000",,"49,000",,"446,000",,"226,000",,"220,000",,"232,000",,"100,000",,"132,000",,12.9,,13.6,,12.2,,57.3,,59.8,,54.9,,29.8,,26.6,,32.9,
2017100000,2017年度,19000,山梨県,,"99,000",,"51,000",,"48,000",,"479,000",,"245,000",,"234,000",,"245,000",,"107,000",,"138,000",,12,,12.5,,11.5,,58.2,,60.8,,55.7,,29.8,,26.7,,32.8,
2017100000,2017年度,20000,長野県,,"260,000",,"133,000",,"127,000",,"1,169,000",,"596,000",,"574,000",,"647,000",,"283,000",,"364,000",,12.5,,13.2,,11.9,,56.3,,58.9,,53.9,,31.1,,28,,34.2,
2017100000,2017年度,21000,岐阜県,,"258,000",,"132,000",,"126,000",,"1,161,000",,"582,000",,"579,000",,"589,000",,"259,000",,"330,000",,12.9,,13.6,,12.2,,57.8,,59.8,,55.9,,29.3,,26.6,,31.9,
2017100000,2017年度,22000,静岡県,,"464,000",,"238,000",,"226,000",,"2,143,000",,"1,100,000",,"1,043,000",,"1,069,000",,"472,000",,"597,000",,12.6,,13.1,,12.1,,58.3,,60.8,,55.9,,29.1,,26.1,,32,
2017100000,2017年度,23000,愛知県,,"1,010,000",,"518,000",,"493,000",,"4,663,000",,"2,419,000",,"2,244,000",,"1,852,000",,"827,000",,"1,025,000",,13.4,,13.8,,13.1,,62,,64.3,,59.7,,24.6,,22,,27.2,
2017100000,2017年度,24000,三重県,,"226,000",,"116,000",,"110,000",,"1,051,000",,"533,000",,"518,000",,"522,000",,"228,000",,"294,000",,12.6,,13.2,,12,,58.4,,60.8,,56.1,,29,,26,,31.9,
2017100000,2017年度,25000,滋賀県,,"200,000",,"102,000",,"97,000",,"856,000",,"435,000",,"420,000",,"357,000",,"159,000",,"198,000",,14.1,,14.7,,13.6,,60.6,,62.4,,58.7,,25.3,,22.9,,27.7,
2017100000,2017年度,26000,京都府,,"308,000",,"158,000",,"150,000",,"1,548,000",,"766,000",,"782,000",,"743,000",,"318,000",,"424,000",,11.9,,12.7,,11.1,,59.6,,61.6,,57.7,,28.6,,25.6,,31.3,
2017100000,2017年度,27000,大阪府,,"1,069,000",,"546,000",,"522,000",,"5,356,000",,"2,653,000",,"2,702,000",,"2,399,000",,"1,041,000",,"1,358,000",,12.1,,12.9,,11.4,,60.7,,62.6,,59,,27.2,,24.6,,29.6,
2017100000,2017年度,28000,兵庫県,,"692,000",,"355,000",,"338,000",,"3,252,000",,"1,595,000",,"1,657,000",,"1,558,000",,"674,000",,"884,000",,12.6,,13.5,,11.7,,59.1,,60.8,,57.6,,28.3,,25.7,,30.7,
2017100000,2017年度,29000,奈良県,,"163,000",,"83,000",,"80,000",,"776,000",,"374,000",,"402,000",,"408,000",,"178,000",,"230,000",,12.1,,13.1,,11.2,,57.6,,58.9,,56.4,,30.3,,28,,32.3,
2017100000,2017年度,30000,和歌山県,,"112,000",,"57,000",,"55,000",,"529,000",,"259,000",,"270,000",,"304,000",,"128,000",,"176,000",,11.8,,12.9,,10.9,,55.9,,58.2,,53.9,,32.2,,28.9,,35.1,
2017100000,2017年度,31000,鳥取県,,"72,000",,"37,000",,"35,000",,"318,000",,"160,000",,"158,000",,"175,000",,"73,000",,"102,000",,12.7,,13.6,,11.9,,56.3,,59.4,,53.5,,31,,27,,34.6,
2017100000,2017年度,32000,島根県,,"85,000",,"43,000",,"41,000",,"370,000",,"189,000",,"181,000",,"230,000",,"97,000",,"133,000",,12.4,,13.2,,11.6,,54.1,,57.4,,51,,33.6,,29.4,,37.5,
2017100000,2017年度,33000,岡山県,,"243,000",,"125,000",,"118,000",,"1,097,000",,"548,000",,"549,000",,"567,000",,"243,000",,"324,000",,12.8,,13.7,,11.9,,57.5,,59.8,,55.4,,29.7,,26.5,,32.7,
2017100000,2017年度,34000,広島県,,"368,000",,"188,000",,"180,000",,"1,652,000",,"836,000",,"815,000",,"809,000",,"348,000",,"461,000",,13,,13.7,,12.3,,58.4,,60.9,,56,,28.6,,25.4,,31.7,
2017100000,2017年度,35000,山口県,,"164,000",,"84,000",,"80,000",,"757,000",,"378,000",,"378,000",,"462,000",,"193,000",,"269,000",,11.9,,12.8,,11,,54.7,,57.7,,52,,33.4,,29.4,,37,
2017100000,2017年度,36000,徳島県,,"85,000",,"44,000",,"41,000",,"418,000",,"207,000",,"210,000",,"241,000",,"103,000",,"138,000",,11.4,,12.3,,10.5,,56.2,,58.5,,54.1,,32.4,,29.2,,35.4,
2017100000,2017年度,37000,香川県,,"120,000",,"62,000",,"59,000",,"546,000",,"276,000",,"270,000",,"301,000",,"131,000",,"170,000",,12.4,,13.2,,11.7,,56.5,,59,,54.2,,31.1,,27.9,,34.1,
2017100000,2017年度,38000,愛媛県,,"164,000",,"84,000",,"80,000",,"762,000",,"377,000",,"385,000",,"437,000",,"183,000",,"254,000",,12.1,,13.1,,11.1,,55.9,,58.5,,53.5,,32.1,,28.4,,35.3,
2017100000,2017年度,39000,高知県,,"80,000",,"41,000",,"39,000",,"389,000",,"193,000",,"195,000",,"244,000",,"102,000",,"143,000",,11.3,,12.2,,10.5,,54.5,,57.5,,51.8,,34.2,,30.3,,37.8,
2017100000,2017年度,40000,福岡県,,"675,000",,"346,000",,"329,000",,"3,048,000",,"1,492,000",,"1,555,000",,"1,384,000",,"577,000",,"807,000",,13.2,,14.3,,12.2,,59.7,,61.8,,57.8,,27.1,,23.9,,30,
2017100000,2017年度,41000,佐賀県,,"113,000",,"58,000",,"55,000",,"471,000",,"232,000",,"239,000",,"240,000",,"100,000",,"140,000",,13.7,,14.8,,12.7,,57.1,,59.5,,55,,29.2,,25.7,,32.3,
2017100000,2017年度,42000,長崎県,,"173,000",,"89,000",,"84,000",,"757,000",,"371,000",,"386,000",,"424,000",,"176,000",,"248,000",,12.8,,14,,11.7,,55.9,,58.4,,53.8,,31.3,,27.7,,34.5,
2017100000,2017年度,43000,熊本県,,"237,000",,"121,000",,"115,000",,"998,000",,"489,000",,"509,000",,"531,000",,"222,000",,"308,000",,13.4,,14.6,,12.4,,56.5,,58.7,,54.6,,30.1,,26.7,,33,
2017100000,2017年度,44000,大分県,,"143,000",,"73,000",,"70,000",,"642,000",,"319,000",,"324,000",,"367,000",,"154,000",,"213,000",,12.4,,13.4,,11.5,,55.8,,58.4,,53.4,,31.8,,28.2,,35.1,
2017100000,2017年度,45000,宮崎県,,"146,000",,"75,000",,"71,000",,"604,000",,"295,000",,"310,000",,"338,000",,"143,000",,"196,000",,13.4,,14.6,,12.4,,55.5,,57.6,,53.7,,31.1,,27.9,,33.9,
2017100000,2017年度,46000,鹿児島県,,"217,000",,"112,000",,"106,000",,"907,000",,"440,000",,"467,000",,"501,000",,"211,000",,"290,000",,13.4,,14.6,,12.2,,55.8,,57.7,,54.2,,30.8,,27.7,,33.6,
2017100000,2017年度,47000,沖縄県,,"247,000",,"126,000",,"121,000",,"893,000",,"448,000",,"445,000",,"303,000",,"135,000",,"168,000",,17.1,,17.8,,16.5,,61.9,,63.2,,60.6,,21,,19,,22.9,
2016100000,2016年度,0,全国,,"15,780,000",,"8,081,000",,"7,700,000",,"76,562,000",,"38,686,000",,"37,875,000",,"34,591,000",,"14,999,000",,"19,592,000",,12.4,,13.1,,11.8,,60.3,,62.6,,58.1,,27.3,,24.3,,30.1,
2016100000,2016年度,1000,北海道,,"600,000",,"306,000",,"294,000",,"3,150,000",,"1,545,000",,"1,605,000",,"1,602,000",,"670,000",,"932,000",,11.2,,12.1,,10.4,,58.9,,61.3,,56.7,,29.9,,26.6,,32.9,
2016100000,2016年度,2000,青森県,,"145,000",,"74,000",,"71,000",,"748,000",,"370,000",,"377,000",,"401,000",,"164,000",,"238,000",,11.2,,12.2,,10.3,,57.8,,60.9,,55,,31,,26.9,,34.7,
2016100000,2016年度,3000,岩手県,,"147,000",,"75,000",,"72,000",,"726,000",,"370,000",,"356,000",,"395,000",,"165,000",,"230,000",,11.6,,12.4,,10.9,,57.2,,60.6,,54.1,,31.1,,27,,34.9,
2016100000,2016年度,4000,宮城県,,"285,000",,"146,000",,"139,000",,"1,429,000",,"725,000",,"703,000",,"616,000",,"267,000",,"349,000",,12.2,,12.8,,11.7,,61.3,,63.7,,59.1,,26.4,,23.5,,29.3,
2016100000,2016年度,5000,秋田県,,"104,000",,"53,000",,"51,000",,"555,000",,"278,000",,"278,000",,"351,000",,"144,000",,"207,000",,10.3,,11.2,,9.5,,55,,58.6,,51.9,,34.7,,30.3,,38.7,
2016100000,2016年度,6000,山形県,,"133,000",,"68,000",,"65,000",,"629,000",,"318,000",,"311,000",,"351,000",,"150,000",,"202,000",,11.9,,12.7,,11.2,,56.5,,59.4,,53.9,,31.5,,27.9,,34.9,
2016100000,2016年度,7000,福島県,,"225,000",,"115,000",,"110,000",,"1,115,000",,"581,000",,"534,000",,"560,000",,"244,000",,"316,000",,11.9,,12.3,,11.4,,58.7,,61.8,,55.6,,29.5,,25.9,,32.9,
2016100000,2016年度,8000,茨城県,,"361,000",,"185,000",,"176,000",,"1,743,000",,"902,000",,"840,000",,"801,000",,"360,000",,"441,000",,12.4,,12.8,,12.1,,60,,62.3,,57.7,,27.6,,24.9,,30.3,
2016100000,2016年度,9000,栃木県,,"249,000",,"128,000",,"121,000",,"1,192,000",,"617,000",,"575,000",,"525,000",,"233,000",,"292,000",,12.7,,13.1,,12.3,,60.6,,63.1,,58.2,,26.7,,23.8,,29.6,
2016100000,2016年度,10000,群馬県,,"247,000",,"126,000",,"120,000",,"1,163,000",,"598,000",,"565,000",,"558,000",,"246,000",,"311,000",,12.5,,13,,12.1,,59.1,,61.6,,56.7,,28.3,,25.4,,31.2,
2016100000,2016年度,11000,埼玉県,,"907,000",,"465,000",,"442,000",,"4,525,000",,"2,331,000",,"2,195,000",,"1,857,000",,"843,000",,"1,014,000",,12.4,,12.8,,12.1,,62.1,,64.1,,60.1,,25.5,,23.2,,27.8,
2016100000,2016年度,12000,千葉県,,"762,000",,"391,000",,"371,000",,"3,818,000",,"1,959,000",,"1,860,000",,"1,655,000",,"750,000",,"905,000",,12.2,,12.6,,11.8,,61.2,,63.2,,59.3,,26.5,,24.2,,28.9,
2016100000,2016年度,13000,東京都,,"1,535,000",,"784,000",,"751,000",,"8,969,000",,"4,583,000",,"4,386,000",,"3,120,000",,"1,350,000",,"1,771,000",,11.3,,11.7,,10.9,,65.8,,68.2,,63.5,,22.9,,20.1,,25.6,
2016100000,2016年度,14000,神奈川県,,"1,135,000",,"581,000",,"554,000",,"5,778,000",,"2,987,000",,"2,791,000",,"2,232,000",,"997,000",,"1,234,000",,12.4,,12.7,,12.1,,63.2,,65.4,,60.9,,24.4,,21.8,,27,
2016100000,2016年度,15000,新潟県,,"271,000",,"139,000",,"132,000",,"1,315,000",,"669,000",,"646,000",,"700,000",,"299,000",,"401,000",,11.8,,12.5,,11.2,,57.5,,60.4,,54.8,,30.6,,27,,34,
2016100000,2016年度,16000,富山県,,"127,000",,"65,000",,"62,000",,"604,000",,"308,000",,"296,000",,"330,000",,"140,000",,"190,000",,12,,12.7,,11.3,,56.9,,60,,54,,31.1,,27.3,,34.7,
2016100000,2016年度,17000,石川県,,"147,000",,"75,000",,"72,000",,"677,000",,"343,000",,"334,000",,"327,000",,"139,000",,"187,000",,12.8,,13.4,,12.1,,58.8,,61.5,,56.3,,28.4,,25,,31.6,
2016100000,2016年度,18000,福井県,,"102,000",,"52,000",,"50,000",,"451,000",,"228,000",,"223,000",,"229,000",,"99,000",,"130,000",,13.1,,13.8,,12.4,,57.6,,60.1,,55.3,,29.3,,26.1,,32.3,
2016100000,2016年度,19000,山梨県,,"101,000",,"52,000",,"49,000",,"487,000",,"248,000",,"238,000",,"242,000",,"106,000",,"136,000",,12.2,,12.8,,11.6,,58.7,,61.2,,56.2,,29.1,,26,,32.2,
2016100000,2016年度,20000,長野県,,"265,000",,"136,000",,"130,000",,"1,182,000",,"601,000",,"580,000",,"641,000",,"280,000",,"361,000",,12.7,,13.4,,12.1,,56.6,,59.1,,54.2,,30.7,,27.5,,33.7,
2016100000,2016年度,21000,岐阜県,,"263,000",,"135,000",,"128,000",,"1,177,000",,"589,000",,"588,000",,"581,000",,"255,000",,"326,000",,13,,13.8,,12.3,,58.2,,60.1,,56.4,,28.8,,26.1,,31.3,
2016100000,2016年度,22000,静岡県,,"472,000",,"242,000",,"229,000",,"2,165,000",,"1,110,000",,"1,055,000",,"1,051,000",,"463,000",,"588,000",,12.8,,13.4,,12.3,,58.7,,61.1,,56.3,,28.5,,25.5,,31.4,
2016100000,2016年度,23000,愛知県,,"1,018,000",,"522,000",,"496,000",,"4,667,000",,"2,418,000",,"2,249,000",,"1,821,000",,"814,000",,"1,007,000",,13.6,,13.9,,13.2,,62.2,,64.4,,59.9,,24.3,,21.7,,26.8,
2016100000,2016年度,24000,三重県,,"231,000",,"118,000",,"113,000",,"1,062,000",,"538,000",,"524,000",,"516,000",,"225,000",,"291,000",,12.8,,13.4,,12.1,,58.7,,61.1,,56.5,,28.5,,25.5,,31.3,
2016100000,2016年度,25000,滋賀県,,"202,000",,"104,000",,"98,000",,"860,000",,"437,000",,"423,000",,"350,000",,"156,000",,"195,000",,14.3,,14.9,,13.7,,60.9,,62.7,,59.1,,24.8,,22.4,,27.2,
2016100000,2016年度,26000,京都府,,"312,000",,"160,000",,"152,000",,"1,560,000",,"772,000",,"789,000",,"733,000",,"314,000",,"419,000",,12,,12.8,,11.2,,59.9,,61.9,,58,,28.1,,25.2,,30.8,
2016100000,2016年度,27000,大阪府,,"1,083,000",,"554,000",,"529,000",,"5,383,000",,"2,667,000",,"2,716,000",,"2,366,000",,"1,029,000",,"1,338,000",,12.3,,13,,11.5,,60.9,,62.8,,59.3,,26.8,,24.2,,29.2,
2016100000,2016年度,28000,兵庫県,,"702,000",,"359,000",,"343,000",,"3,284,000",,"1,610,000",,"1,673,000",,"1,535,000",,"663,000",,"871,000",,12.7,,13.6,,11.9,,59.5,,61.2,,58,,27.8,,25.2,,30.2,
2016100000,2016年度,29000,奈良県,,"166,000",,"85,000",,"81,000",,"789,000",,"380,000",,"409,000",,"401,000",,"175,000",,"226,000",,12.3,,13.3,,11.4,,58.2,,59.4,,57.1,,29.6,,27.3,,31.6,
2016100000,2016年度,30000,和歌山県,,"114,000",,"58,000",,"56,000",,"538,000",,"263,000",,"275,000",,"302,000",,"127,000",,"175,000",,12,,13,,11.1,,56.4,,58.7,,54.4,,31.6,,28.3,,34.6,
2016100000,2016年度,31000,鳥取県,,"73,000",,"37,000",,"36,000",,"324,000",,"163,000",,"161,000",,"173,000",,"72,000",,"101,000",,12.8,,13.7,,12,,56.8,,59.9,,54,,30.4,,26.4,,34,
2016100000,2016年度,32000,島根県,,"86,000",,"44,000",,"42,000",,"376,000",,"192,000",,"184,000",,"228,000",,"96,000",,"133,000",,12.4,,13.2,,11.6,,54.5,,57.9,,51.3,,33.1,,28.8,,37,
2016100000,2016年度,33000,岡山県,,"247,000",,"127,000",,"120,000",,"1,107,000",,"552,000",,"555,000",,"560,000",,"239,000",,"321,000",,12.9,,13.8,,12,,57.8,,60.1,,55.7,,29.3,,26.1,,32.2,
2016100000,2016年度,34000,広島県,,"372,000",,"190,000",,"182,000",,"1,666,000",,"842,000",,"824,000",,"799,000",,"343,000",,"456,000",,13.1,,13.8,,12.4,,58.7,,61.2,,56.4,,28.2,,24.9,,31.2,
2016100000,2016年度,35000,山口県,,"167,000",,"86,000",,"82,000",,"769,000",,"384,000",,"385,000",,"458,000",,"190,000",,"267,000",,12,,13,,11.1,,55.2,,58.2,,52.5,,32.8,,28.8,,36.4,
2016100000,2016年度,36000,徳島県,,"86,000",,"44,000",,"42,000",,"426,000",,"211,000",,"215,000",,"238,000",,"102,000",,"136,000",,11.5,,12.4,,10.7,,56.7,,59.1,,54.6,,31.8,,28.5,,34.7,
2016100000,2016年度,37000,香川県,,"122,000",,"63,000",,"59,000",,"553,000",,"279,000",,"274,000",,"297,000",,"129,000",,"168,000",,12.5,,13.3,,11.8,,56.9,,59.3,,54.6,,30.6,,27.4,,33.6,
2016100000,2016年度,38000,愛媛県,,"167,000",,"86,000",,"82,000",,"776,000",,"383,000",,"393,000",,"432,000",,"181,000",,"251,000",,12.2,,13.2,,11.2,,56.4,,59,,54.1,,31.4,,27.8,,34.6,
2016100000,2016年度,39000,高知県,,"82,000",,"42,000",,"40,000",,"396,000",,"197,000",,"200,000",,"242,000",,"101,000",,"142,000",,11.4,,12.3,,10.6,,55,,58,,52.3,,33.6,,29.6,,37.1,
2016100000,2016年度,40000,福岡県,,"677,000",,"347,000",,"330,000",,"3,071,000",,"1,502,000",,"1,569,000",,"1,357,000",,"564,000",,"792,000",,13.3,,14.4,,12.3,,60.2,,62.2,,58.3,,26.6,,23.4,,29.4,
2016100000,2016年度,41000,佐賀県,,"115,000",,"59,000",,"56,000",,"478,000",,"235,000",,"243,000",,"236,000",,"98,000",,"138,000",,13.8,,15,,12.8,,57.7,,60.1,,55.6,,28.5,,25,,31.6,
